arabic,sql,db_id
ما هو الحد الأقصي للنقاط للمتسلقين الذين جنسيتهم المملكه المتحده؟,"SELECT max ( Points ) FROM climber WHERE Country = ""United Kingdom""",climbing
أعد الحد الأقصي لعدد النقاط للمتسلقين من المملكه المتحده؟,"SELECT max ( Points ) FROM climber WHERE Country = ""United Kingdom""",climbing
كم عدد الدول المختلفه التي يأتي منها المتسلقون؟,SELECT COUNT ( DISTINCT Country ) FROM climber,climbing
عد عدد الدول المختلفه التي يأتي منها المتسلقون؟,SELECT COUNT ( DISTINCT Country ) FROM climber,climbing
ما هي أسماء الجبال بترتيب أبجدي تصاعدي؟,SELECT Name FROM mountain ORDER BY Name ASC,climbing
أعط أسماء الجبال بترتيب أبجدي؟,SELECT Name FROM mountain ORDER BY Name ASC,climbing
ما هي بلدان الجبال التي يبلغ ارتفاعها أكثر من 5000؟,SELECT Country FROM mountain WHERE Height > 5000,climbing
أعد بلدان الجبال التي يبلغ ارتفاعها أكثر من 5000.,SELECT Country FROM mountain WHERE Height > 5000,climbing
ما هو اسم أعلي جبل؟,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1,climbing
أعد اسم الجبل ذو أعلي ارتفاع.,SELECT Name FROM mountain ORDER BY Height DESC LIMIT 1,climbing
ما هي النطاقات المختلفه للجبال ذات أعلي ثلاث بروز؟,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3,climbing
ما هي النطاقات المختلفه لثلاثه جبال ذات أعلي بروز؟,SELECT DISTINCT Range FROM mountain ORDER BY Prominence DESC LIMIT 3,climbing
أظهر أسماء المتسلقين وأسماء الجبال التي يتسلقونها؟,"SELECT T1.Name , T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID",climbing
ما هي أسماء المتسلقين وأسماء الجبال المتناغمه التي يتسلقونها؟,"SELECT T1.Name , T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID",climbing
أظهر أسماء المتسلقين وارتفاع الجبال التي يتسلقونها؟,"SELECT T1.Name , T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID",climbing
ما هي أسماء المتسلقين والارتفاعات المتناغمه للجبال التي يتسلقونها؟,"SELECT T1.Name , T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID",climbing
أظهر ارتفاع الجبل الذي تسلقه المتسلق ذو أعلي نقاط؟,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1,climbing
ما هو ارتفاع الجبل الذي تم تسلقه بواسطه المتسلق الذي حصل علي أعلي نقاط؟,SELECT T2.Height FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID ORDER BY T1.Points DESC LIMIT 1,climbing
"أظهر الأسماء المختلفه للجبال التي تم تسلقها من قبل المتسلقين من بلد ""ألمانيا الغربيه"".","SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T1.Country = ""West Germany""",climbing
"ما هي الأسماء المختلفه للجبال التي تم تسلقها من قبل المتسلقين من بلد ""ألمانيا الغربيه""؟","SELECT DISTINCT T2.Name FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T1.Country = ""West Germany""",climbing
أظهر الأوقات المستخدمه من قبل المتسلقين لتسلق الجبال في بلد أوغندا؟,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T2.Country = ""Uganda""",climbing
ما هي الأوقات المستخدمه من قبل المتسلقين الذين قاموا بتسلق الجبال في بلد أوغندا؟,"SELECT T1.Time FROM climber AS T1 JOIN mountain AS T2 ON T1.Mountain_ID = T2.Mountain_ID WHERE T2.Country = ""Uganda""",climbing
من فضلك أظهر الدول وعدد المتسلقين من كل دوله؟,"SELECT Country , COUNT ( * ) FROM climber GROUP BY Country",climbing
كم عدد المتسلقين من كل دوله؟,"SELECT Country , COUNT ( * ) FROM climber GROUP BY Country",climbing
أذكر الدول التي تحتوي علي أكثر من جبل واحد.,SELECT Country FROM mountain GROUP BY Country HAVING COUNT ( * ) > 1,climbing
أي الدول لديها أكثر من جبل واحد؟,SELECT Country FROM mountain GROUP BY Country HAVING COUNT ( * ) > 1,climbing
أذكر أسماء الجبال التي لا يوجد لها أي متسلق.,SELECT Name FROM mountain WHERE Mountain_ID NOT IN ( SELECT Mountain_ID FROM climber ),climbing
ما هي أسماء الجبال التي لم يتسلقها أي متسلق؟,SELECT Name FROM mountain WHERE Mountain_ID NOT IN ( SELECT Mountain_ID FROM climber ),climbing
أظهر الدول التي تحتوي علي جبال بارتفاع يزيد عن 5600 وجبال بارتفاع يقل عن 5200.,SELECT Country FROM mountain WHERE Height > 5600 INTERSECT SELECT Country FROM mountain WHERE Height < 5200,climbing
ما هي الدول التي تحتوي علي جبال تفوق 5600 وتقل عن 5200؟,SELECT Country FROM mountain WHERE Height > 5600 INTERSECT SELECT Country FROM mountain WHERE Height < 5200,climbing
أظهر النطاق الذي يحتوي علي أكبر عدد من الجبال.,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT ( * ) DESC LIMIT 1,climbing
أي نطاق يحتوي علي أكبر عدد من الجبال؟,SELECT Range FROM mountain GROUP BY Range ORDER BY COUNT ( * ) DESC LIMIT 1,climbing
أظهر أسماء الجبال التي يبلغ ارتفاعها أكثر من 5000 أو يزيد بروزها عن 1000.,SELECT Name FROM mountain WHERE Height > 5000 OR Prominence > 1000,climbing
ما هي أسماء الجبال التي يبلغ ارتفاعها أكثر من 5000 أو يزيد بروزها عن 1000؟,SELECT Name FROM mountain WHERE Height > 5000 OR Prominence > 1000,climbing
كم عدد بناه الأجسام؟,SELECT count ( * ) FROM body_builder,body_builder
أذكر النقاط الإجماليه لبناه الأجسام بترتيب تصاعدي.,SELECT Total FROM body_builder ORDER BY Total ASC,body_builder
أذكر نقاط السناتش والكلين جيرك لبناه الأجسام بترتيب تصاعدي حسب نقاط السناتش.,"SELECT Snatch , Clean_Jerk FROM body_builder ORDER BY Snatch ASC",body_builder
ما هو متوسط نقاط السناتش لبناه الأجسام؟,SELECT avg ( Snatch ) FROM body_builder,body_builder
ما هي نقاط الكلين والجيرك لبناه الأجسام الذين يحملون أعلي درجه إجماليه؟,SELECT Clean_Jerk FROM body_builder ORDER BY Total DESC LIMIT 1,body_builder
ما هي تواريخ ميلاد الأشخاص بترتيب تصاعدي حسب الارتفاع؟,SELECT Birth_Date FROM People ORDER BY Height ASC,body_builder
ما هي أسماء بناه الأجسام؟,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID,body_builder
ما هي أسماء بناه الأجسام الذين يكون مجموع نقاطهم أعلي من 300؟,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Total > 300,body_builder
ما هو اسم بناء الأجسام الذي يمتلك أكبر وزن جسم؟,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T2.Weight DESC LIMIT 1,body_builder
ما هي تاريخ الميلاد ومكان الميلاد لبناء الأجسام الذي يمتلك أعلي نقاط إجماليه؟,"SELECT T2.Birth_Date , T2.Birth_Place FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Total DESC LIMIT 1",body_builder
ما هي الأطوال لبناه الأجسام الذين يكون مجموع نقاطهم أقل من 315؟,SELECT T2.Height FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T1.Total < 315,body_builder
ما هو متوسط المجموع الإجمالي لبناه الأجسام الذين يكونون طولهم أكبر من 200؟,SELECT avg ( T1.Total ) FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID WHERE T2.Height > 200,body_builder
ما هي أسماء بناه الأجسام بترتيب تنازلي حسب النقاط الإجماليه؟,SELECT T2.Name FROM body_builder AS T1 JOIN people AS T2 ON T1.People_ID = T2.People_ID ORDER BY T1.Total DESC,body_builder
أذكر كل مكان ميلاد بجانب عدد الأشخاص الذين يأتون منه.,"SELECT Birth_Place , COUNT ( * ) FROM people GROUP BY Birth_Place",body_builder
ما هو المكان الأكثر شيوعا لميلاد الأشخاص؟,SELECT Birth_Place FROM people GROUP BY Birth_Place ORDER BY COUNT ( * ) DESC LIMIT 1,body_builder
ما هي أماكن الميلاد التي يتشاركها علي الأقل شخصان؟,SELECT Birth_Place FROM people GROUP BY Birth_Place HAVING COUNT ( * ) > = 2,body_builder
أذكر الطول والوزن للأشخاص بترتيب تنازلي حسب الطول.,"SELECT Height , Weight FROM people ORDER BY Height DESC",body_builder
أظهر جميع المعلومات حول كل بناء الأجسام.,SELECT * FROM body_builder,body_builder
أذكر أسماء وأصول الأشخاص الذين ليسوا بناه أجسام.,"SELECT Name , birth_place FROM people EXCEPT SELECT T1.Name , T1.birth_place FROM people AS T1 JOIN body_builder AS T2 ON T1.people_id = T2.people_id",body_builder
كم عدد أماكن الميلاد المختلفه؟,SELECT count ( DISTINCT Birth_Place ) FROM people,body_builder
كم عدد الأشخاص الذين ليسوا بناه أجسام؟,SELECT count ( * ) FROM people WHERE people_id NOT IN ( SELECT People_ID FROM body_builder ),body_builder
ما هي أوزان بناه الأجسام الذين لديهم نقاط قرص السناتش أعلي من 140 أو لديهم طول أكبر من 200؟,SELECT T2.weight FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T1.snatch > 140 OR T2.height > 200;,body_builder
"ما هي النقاط الإجماليه لبناه الأجسام الذين يحتوي تاريخ ميلادهم علي السلسله ""يناير""؟","SELECT T1.total FROM body_builder AS T1 JOIN people AS T2 ON T1.people_id = T2.people_id WHERE T2.Birth_Date LIKE ""%January%"";",body_builder
ما هو أقل نقاط قرص السناتش؟,SELECT min ( snatch ) FROM body_builder,body_builder
كم عدد الانتخابات؟,SELECT count ( * ) FROM election,election_representative
أذكر الأصوات للانتخابات بترتيب تنازلي.,SELECT Votes FROM election ORDER BY Votes DESC,election_representative
أذكر التواريخ ونسب الأصوات للانتخابات.,"SELECT Date , Vote_Percent FROM election",election_representative
ما هي النسب الأدني والأقصي لنسب الأصوات للانتخابات؟,"SELECT min ( Vote_Percent ) , max ( Vote_Percent ) FROM election",election_representative
ما هي أسماء النواب والأحزاب؟,"SELECT Name , Party FROM representative",election_representative
"ما هي أسماء النواب الذين حزبهم ليس ""الجمهوري""؟","SELECT Name FROM Representative WHERE Party ! = ""Republican""",election_representative
ما هي فترات حياه النواب من ولايه نيويورك أو ولايه إنديانا؟,"SELECT Lifespan FROM representative WHERE State = ""New York"" OR State = ""Indiana""",election_representative
ما هي أسماء النواب وتواريخ الانتخابات التي شاركوا فيها؟,"SELECT T2.Name , T1.Date FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID",election_representative
ما هي أسماء النواب الذين حصلوا علي أكثر من 10000 صوت في الانتخاب؟,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000,election_representative
ما هي أسماء النواب بترتيب تنازلي حسب الأصوات؟,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY votes DESC,election_representative
ما هو حزب النائب الذي حصل علي أقل عدد من الأصوات.,SELECT T2.Party FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY votes ASC LIMIT 1,election_representative
ما هي فترات حياه النواب بترتيب تنازلي حسب نسبه الأصوات؟,SELECT T2.Lifespan FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID ORDER BY Vote_Percent DESC,election_representative
"ما هو المتوسط ​​لعدد الأصوات للنواب من حزب ""الجمهوري""؟","SELECT avg ( T1.Votes ) FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T2.Party = ""Republican""",election_representative
ما هي الأحزاب المختلفه للنائب؟ أظهر اسم الحزب وعدد النواب في كل حزب.,"SELECT Party , COUNT ( * ) FROM representative GROUP BY Party",election_representative
ما هو الحزب الذي يمتلك أكبر عدد من النواب؟,"SELECT Party , COUNT ( * ) FROM representative GROUP BY Party ORDER BY COUNT ( * ) DESC LIMIT 1",election_representative
ما الأحزاب التي لديها علي الأقل ثلاثه نواب؟,SELECT Party FROM representative GROUP BY Party HAVING COUNT ( * ) > = 3,election_representative
ما الولايات التي لديها علي الأقل نائبين؟,SELECT State FROM representative GROUP BY State HAVING COUNT ( * ) > = 2,election_representative
أذكر أسماء النواب الذين لم يشاركوا في الانتخابات المدرجه هنا.,SELECT Name FROM representative WHERE Representative_ID NOT IN ( SELECT Representative_ID FROM election ),election_representative
أظهر الأحزاب التي لديها كل من النواب في ولايه نيويورك والنواب في ولايه بنسلفانيا.,"SELECT Party FROM representative WHERE State = ""New York"" INTERSECT SELECT Party FROM representative WHERE State = ""Pennsylvania""",election_representative
كم عدد الأحزاب المميزه للنواب؟,SELECT count ( DISTINCT Party ) FROM representative,election_representative
كم عدد حجوزات الشقق في المجموع؟,SELECT count ( * ) FROM Apartment_Bookings,apartment_rentals
احسب العدد الإجمالي لحجوزات الشقق.,SELECT count ( * ) FROM Apartment_Bookings,apartment_rentals
أظهر تواريخ البدايه وتواريخ الانتهاء لجميع حجوزات الشقق.,"SELECT booking_start_date , booking_end_date FROM Apartment_Bookings",apartment_rentals
ما هي تاريخ البدايه وتاريخ الانتهاء لكل حجز شقه؟,"SELECT booking_start_date , booking_end_date FROM Apartment_Bookings",apartment_rentals
أظهر جميع وصف المباني المميزه.,SELECT DISTINCT building_description FROM Apartment_Buildings,apartment_rentals
أعطني قائمه بجميع وصف المباني المميزه.,SELECT DISTINCT building_description FROM Apartment_Buildings,apartment_rentals
"أظهر الأسماء المختصره للمباني التي يديرها ""إيما"".","SELECT building_short_name FROM Apartment_Buildings WHERE building_manager = ""Emma""",apartment_rentals
"أي المباني تديرها ""إيما؟"" أعطني الأسماء القصيره للمباني.","SELECT building_short_name FROM Apartment_Buildings WHERE building_manager = ""Emma""",apartment_rentals
"أظهر العناوين وأرقام الهواتف لجميع المباني التي يديرها ""بريندن"".","SELECT building_address , building_phone FROM Apartment_Buildings WHERE building_manager = ""Brenden""",apartment_rentals
"ما هي العنوان ورقم الهاتف للمباني التي يديرها ""بريندن""؟","SELECT building_address , building_phone FROM Apartment_Buildings WHERE building_manager = ""Brenden""",apartment_rentals
"ما هي الأسماء الكامله للمباني التي تحتوي علي كلمه ""court""؟","SELECT building_full_name FROM Apartment_Buildings WHERE building_full_name LIKE ""%court%""",apartment_rentals
"ابحث عن جميع الأسماء الكامله للمباني التي تحتوي علي كلمه ""court"".","SELECT building_full_name FROM Apartment_Buildings WHERE building_full_name LIKE ""%court%""",apartment_rentals
ما هو الحد الأدني والحد الأقصي لعدد الحمامات في جميع الشقق؟,"SELECT min ( bathroom_count ) , max ( bathroom_count ) FROM Apartments",apartment_rentals
أعطني الحد الأدني والحد الأقصي لعدد الحمامات بين جميع الشقق.,"SELECT min ( bathroom_count ) , max ( bathroom_count ) FROM Apartments",apartment_rentals
ما هو المتوسط ​​لعدد غرف النوم لجميع الشقق؟,SELECT avg ( bedroom_count ) FROM Apartments,apartment_rentals
ابحث عن المتوسط ​​لعدد غرف النوم لجميع الشقق.,SELECT avg ( bedroom_count ) FROM Apartments,apartment_rentals
أرجع رقم الشقه وعدد الغرف لكل شقه.,"SELECT apt_number , room_count FROM Apartments",apartment_rentals
ما هي أرقام الشقق وعدد الغرف في كل شقه؟,"SELECT apt_number , room_count FROM Apartments",apartment_rentals
"ما هو المتوسط ​​لعدد الغرف في الشقق ذات رمز النوع ""Studio""؟","SELECT avg ( room_count ) FROM Apartments WHERE apt_type_code = ""Studio""",apartment_rentals
"ابحث عن المتوسط ​​لعدد الغرف في الشقق التي تحمل رمز النوع ""Studio"".","SELECT avg ( room_count ) FROM Apartments WHERE apt_type_code = ""Studio""",apartment_rentals
"أرجع أرقام الشقق للشقق التي تحمل رمز النوع ""Flat"".","SELECT apt_number FROM Apartments WHERE apt_type_code = ""Flat""",apartment_rentals
"أي الشقق التي تحمل رمز النوع ""Flat""؟ أعطني أرقام الشقق.","SELECT apt_number FROM Apartments WHERE apt_type_code = ""Flat""",apartment_rentals
ما هي أسماء الأولاد وأسماء العائله لجميع الضيوف؟,"SELECT guest_first_name , guest_last_name FROM Guests",apartment_rentals
ما هي أسماء الأولاد وأسماء العائله لجميع الضيوف؟,"SELECT guest_first_name , guest_last_name FROM Guests",apartment_rentals
"أرجع تاريخ الميلاد لجميع الضيوف ذوي رمز الجنس ""ذكر"".","SELECT date_of_birth FROM Guests WHERE gender_code = ""Male""",apartment_rentals
"ما هي تواريخ ميلاد جميع الضيوف الذين يحملون جنس ""ذكر""؟","SELECT date_of_birth FROM Guests WHERE gender_code = ""Male""",apartment_rentals
أظهر أرقام الشقق وتواريخ البدايه وتواريخ النهايه لجميع حجوزات الشقق.,"SELECT T2.apt_number , T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id",apartment_rentals
ما هي أرقام الشقق وتاريخ البدايه وتاريخ النهايه لكل حجز للشقه؟,"SELECT T2.apt_number , T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id",apartment_rentals
"ما هي تواريخ بدء الحجز ونهايه الحجز للشقق التي تحمل رمز النوع ""دوبلكس""؟","SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.apt_type_code = ""Duplex""",apartment_rentals
"أرجع تاريخ بدء الحجز وتاريخ النهايه للشقق التي تحمل رمز النوع ""دوبلكس"".","SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.apt_type_code = ""Duplex""",apartment_rentals
ما هي تواريخ بدء الحجز ونهايه الحجز للشقق التي تحتوي علي أكثر من 2 غرف نوم؟,"SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.bedroom_count > 2",apartment_rentals
ابحث عن تاريخ بدء الحجز ونهايه الحجز للشقق التي تحتوي علي أكثر من غرفتي نوم.,"SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.bedroom_count > 2",apartment_rentals
"ما هو رمز حاله الحجز للشقه برقم ""Suite 634""؟","SELECT T1.booking_status_code FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.apt_number = ""Suite 634""",apartment_rentals
"قل لي رمز حاله الحجز للشقه برقم ""Suite 634"".","SELECT T1.booking_status_code FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.apt_number = ""Suite 634""",apartment_rentals
"أظهر أرقام الشقق المتميزه للشقق التي لديها حجوزات برمز حاله ""تأكيد"".","SELECT DISTINCT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Confirmed""",apartment_rentals
"أي الشقق التي لديها حجوزات برمز حاله ""تأكيد""؟ أرجع أرقام الشقق.","SELECT DISTINCT T2.apt_number FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Confirmed""",apartment_rentals
"أظهر المتوسط ​​لعدد الغرف في الشقق التي لديها رمز حاله الحجز ""مؤقت"".","SELECT avg ( room_count ) FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Provisional""",apartment_rentals
"ما هو متوسط ​​عدد الغرف للشقق التي يكون رمز حاله الحجز الخاص بها ""مؤقت""؟","SELECT avg ( room_count ) FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.booking_status_code = ""Provisional""",apartment_rentals
أظهر أسماء الضيوف الأولي وتواريخ البدايه وتواريخ النهايه لجميع حجوزات الشقق.,"SELECT T2.guest_first_name , T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id",apartment_rentals
ما هي أسماء الضيوف الأولي وتواريخ البدايه وتواريخ النهايه لكل حجز للشقه؟,"SELECT T2.guest_first_name , T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id",apartment_rentals
"أظهر تواريخ البدايه وتواريخ النهايه لجميع حجوزات الشقق التي تم إجراؤها بواسطه الضيوف الذين لديهم رمز الجنس ""أنثي"".","SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id WHERE T2.gender_code = ""Female""",apartment_rentals
"ما هي تاريخ بدء الحجز وتاريخ النهايه لحجوزات الشقه التي تم إجراؤها بواسطه الضيوف الإناث (رمز الجنس ""أنثي"")؟","SELECT T1.booking_start_date , T1.booking_start_date FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id WHERE T2.gender_code = ""Female""",apartment_rentals
"أظهر أسماء الضيوف الأوليه وأسماء العائله لجميع الضيوف الذين لديهم حجوزات شقق برمز حاله ""مؤكد"".","SELECT T2.guest_first_name , T2.guest_last_name FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id WHERE T1.booking_status_code = ""Confirmed""",apartment_rentals
"أي الضيوف لديهم حجوزات شقق برمز حاله ""مؤكد""؟ أرجع أسماء الضيوف الأوليه وأسماء العائله.","SELECT T2.guest_first_name , T2.guest_last_name FROM Apartment_Bookings AS T1 JOIN Guests AS T2 ON T1.guest_id = T2.guest_id WHERE T1.booking_status_code = ""Confirmed""",apartment_rentals
أظهر رموز المرافق للشقق التي تحتوي علي أكثر من 4 غرف نوم.,SELECT T1.facility_code FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.bedroom_count > 4,apartment_rentals
ما هي رموز المرافق للشقق التي تحتوي علي أكثر من أربع غرف نوم؟,SELECT T1.facility_code FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T2.bedroom_count > 4,apartment_rentals
"أظهر العدد الإجمالي للغرف في جميع الشقق التي تحتوي علي رمز المرفق ""النادي الرياضي"".","SELECT sum ( T2.room_count ) FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.facility_code = ""Gym""",apartment_rentals
"ما هو العدد الإجمالي للغرف في الشقق التي تحتوي علي رمز المرفق ""النادي الرياضي""؟","SELECT sum ( T2.room_count ) FROM Apartment_Facilities AS T1 JOIN Apartments AS T2 ON T1.apt_id = T2.apt_id WHERE T1.facility_code = ""Gym""",apartment_rentals
"أظهر العدد الإجمالي للغرف في الشقق في المبني ذو الاسم القصير ""كولومبوس سكوير"".","SELECT sum ( T2.room_count ) FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T1.building_short_name = ""Columbus Square""",apartment_rentals
"كم هو عدد الغرف الإجمالي في الشقق في المبني ذو الاسم القصير ""كولومبوس سكوير""؟","SELECT sum ( T2.room_count ) FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T1.building_short_name = ""Columbus Square""",apartment_rentals
أظهر عناوين المباني التي تحتوي علي شقق تحتوي علي أكثر من 2 حمام.,SELECT T1.building_address FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T2.bathroom_count > 2,apartment_rentals
أي المباني التي تحتوي علي شقق تحتوي علي أكثر من حمامين؟ أعطني عناوين المباني.,SELECT T1.building_address FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T2.bathroom_count > 2,apartment_rentals
"ما هي رموز أنواع الشقق وأرقام الشقق في المباني التي يديرها ""كايل""؟","SELECT T2.apt_type_code , T2.apt_number FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T1.building_manager = ""Kyle""",apartment_rentals
"ما هي رموز أنواع الشقق وأرقام الشقق في المباني التي يديرها ""كايل""؟","SELECT T2.apt_type_code , T2.apt_number FROM Apartment_Buildings AS T1 JOIN Apartments AS T2 ON T1.building_id = T2.building_id WHERE T1.building_manager = ""Kyle""",apartment_rentals
أظهر رمز حاله الحجز وعدد الحجوزات المقابله.,"SELECT booking_status_code , COUNT ( * ) FROM Apartment_Bookings GROUP BY booking_status_code",apartment_rentals
كم حجزا لكل حاله حجز؟ قائمه رمز حاله الحجز وعدد الحجوزات المقابله.,"SELECT booking_status_code , COUNT ( * ) FROM Apartment_Bookings GROUP BY booking_status_code",apartment_rentals
ارجاع جميع أرقام الشقق مرتبه حسب عدد الغرف بترتيب تصاعدي.,SELECT apt_number FROM Apartments ORDER BY room_count ASC,apartment_rentals
فرز أرقام الشقق بترتيب تصاعدي حسب عدد الغرف.,SELECT apt_number FROM Apartments ORDER BY room_count ASC,apartment_rentals
ارجاع رقم الشقه الذي يحتوي علي أكبر عدد من غرف النوم.,SELECT apt_number FROM Apartments ORDER BY bedroom_count DESC LIMIT 1,apartment_rentals
ما هو رقم الشقه التي تحتوي علي أكبر عدد من الأسره؟,SELECT apt_number FROM Apartments ORDER BY bedroom_count DESC LIMIT 1,apartment_rentals
أظهر رموز أنواع الشقق وعدد الشقق المقابله مرتبه حسب عدد الشقق بترتيب تصاعدي.,"SELECT apt_type_code , COUNT ( * ) FROM Apartments GROUP BY apt_type_code ORDER BY COUNT ( * ) ASC",apartment_rentals
ارجاع كل رمز نوع الشقه مع عدد الشقق التي تحتوي علي تلك الشقه، مرتبه تصاعديا حسب عدد الشقق.,"SELECT apt_type_code , COUNT ( * ) FROM Apartments GROUP BY apt_type_code ORDER BY COUNT ( * ) ASC",apartment_rentals
أظهر أكواد أنواع الشقق الثلاثه الأعلي مرتبه حسب المتوسط لعدد الغرف تنازليا.,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY avg ( room_count ) DESC LIMIT 3,apartment_rentals
ما هي أعلي ثلاثه أنواع شقق من حيث متوسط عدد الغرف؟,SELECT apt_type_code FROM Apartments GROUP BY apt_type_code ORDER BY avg ( room_count ) DESC LIMIT 3,apartment_rentals
أظهر رمز نوع الشقه الذي يحتوي علي أكبر عدد من الغرف الكلي، جنبا إلي جنب مع عدد الحمامات وعدد غرف النوم.,"SELECT apt_type_code , bathroom_count , bedroom_count FROM Apartments GROUP BY apt_type_code ORDER BY sum ( room_count ) DESC LIMIT 1",apartment_rentals
أي نوع من الشقق يحتوي علي أكبر عدد من الغرف الكلي؟ ارجاع رمز نوع الشقه، وعدد الحمامات وعدد غرف النوم.,"SELECT apt_type_code , bathroom_count , bedroom_count FROM Apartments GROUP BY apt_type_code ORDER BY sum ( room_count ) DESC LIMIT 1",apartment_rentals
